"","income","weights","Sex","Ethnicity","Father_Occ","Mother_Occ","Mother_Edu","Father_Edu","Birth_Area"
"1936",4744.84775748638,71,1,2,2,6,3,6,1
"1937",6612.65697720257,83,1,2,2,2,0,2,4
"1938",2671.04564180113,137,0,2,3,0,0,9,4
"1939",7874.15082196806,101,1,2,2,0,6,6,4
"1940",14550.3409207219,101,0,2,3,0,6,0,3
"1941",4535.64947415755,90,1,2,3,3,5,4,4
"1942",14404.2414250135,132,1,2,3,4,9,3,4
"1943",21092.4229628473,365,1,2,4,0,0,4,3
"1944",69454.3964920402,241,1,2,2,4,12,6,4
"1945",8003.55488280193,61,0,2,3,0,0,0,4
"1946",7141.80483948189,138,0,2,2,2,4,6,4
"1947",6054.14154957075,45,0,3,3,2,0,0,4
"1948",1934.7787913184,19,0,3,3,3,2,0,4
"1949",5475.39718712187,130,0,2,4,6,6,9,4
"1950",14840.9258605094,64,1,2,3,0,6,3,2
"1951",5184.44346850376,52,1,2,3,3,0,3,4
"1952",2118.13225495981,25,0,2,3,0,12,12,4
"1953",19837.1618707579,101,1,2,4,4,6,6,4
"1954",25448.0229209051,164,1,2,4,4,15,12,4
"1955",2108.75508054481,261,1,5,2,6,6,10,4
"1956",6157.69274823618,366,1,2,3,0,3,2,4
"1957",2235.29600579908,85,1,3,2,2,0,0,4
"1958",13387.9922450756,366,1,2,4,0,6,6,4
"1959",14600.3962941121,110,1,2,4,0,10,6,4
"1960",14389.1281147478,164,0,2,4,0,15,8,4
"1961",11943.552491761,172,1,3,4,4,2,2,4
"1962",14475.0893361028,33,0,3,2,6,9,10,4
"1963",9733.26626631237,261,0,5,3,0,0,0,4
"1964",2119.84878496865,101,0,2,3,0,6,0,2
"1965",22227.1011262115,69,0,2,2,0,6,6,4
"1966",10263.0460081022,101,0,2,4,4,0,4,4
"1967",5884.76687618076,292,1,2,3,0,3,6,4
"1968",36327.8437546416,125,1,2,4,6,12,15,3
"1969",2748.51539101439,79,0,2,3,0,0,2,4
"1970",12632.5013882282,99,1,3,4,0,6,3,4
"1971",1233.95431683524,23,1,3,3,3,0,6,2
"1972",3222.9729936288,82,0,2,4,0,0,12,4
"1973",5640.52920483763,110,1,2,6,4,6,6,4
"1974",29810.8415790304,102,0,2,4,2,12,7,1
"1975",6372.38130872389,67,0,2,3,0,1,4,4
"1976",1492.36311202085,123,0,3,3,3,0,0,3
"1977",1887.85113385703,104,0,3,3,3,0,0,4
"1978",10626.0860467476,142,0,2,3,0,3,3,3
"1979",21310.2794347943,13,0,2,4,0,12,12,4
"1980",6044.22177667636,425,0,2,6,6,6,12,4
"1981",8494.06849023371,172,0,4,3,3,2,2,4
"1982",3854.73916243311,125,1,2,3,0,3,0,4
"1983",43285.8447007136,371,1,5,6,1,12,12,4
"1984",12781.4282121403,101,1,2,2,0,12,12,4
"1985",10197.5168816505,137,1,2,3,0,6,6,4
"1986",5727.14281063211,342,0,2,2,0,6,6,4
"1987",6207.97457766184,52,1,2,3,4,6,2,4
"1988",2089.24817644099,23,1,3,3,3,0,0,2
"1989",4099.58257846334,137,0,2,4,0,5,6,4
"1990",16444.0408142482,122,0,2,2,0,0,0,4
"1991",4599.53097218112,484,0,2,4,2,3,4,4
"1992",11659.7178473499,74,0,2,3,0,4,1,4
"1993",2029.474473704,61,1,3,3,0,0,0,4
"1994",19981.9642207415,123,1,2,3,3,4,3,2
"1995",5884.22515036867,403,1,2,3,0,6,6,4
"1996",3734.16797833248,75,0,2,3,0,0,0,1
"1997",6833.97163542774,90,1,2,3,3,6,8,4
"1998",33679.9658852913,49,0,3,3,3,6,9,4
"1999",1702.59693517501,117,0,5,3,0,6,6,4
"2000",3906.45513859606,210,1,5,3,0,4,0,3
"2001",4477.16869270951,65,1,2,3,0,6,6,4
"2002",3881.50504305607,366,0,2,2,0,3,0,4
"2003",33355.175677189,77,0,2,3,4,15,6,4
"2004",40588.5467400793,13,1,2,3,5,6,6,3
"2005",24626.0398004627,81,1,2,4,2,6,6,4
"2006",14387.1512932846,46,1,3,2,6,6,12,4
"2007",10683.7984373039,101,0,2,3,0,12,6,3
"2008",51020.4284076821,444,0,2,4,0,12,15,4
"2009",13986.9795981157,41,0,2,4,0,6,12,4
"2010",6115.42760642531,164,0,2,4,2,6,6,4
"2011",12594.0656179715,164,0,2,2,0,4,4,4
"2012",11029.0301041742,102,0,3,3,2,1,6,3
"2013",3229.82177238277,45,0,3,3,3,0,0,3
"2014",5068.0282246746,172,0,1,3,0,6,3,4
"2015",13675.5664041475,64,0,2,4,0,6,6,3
"2016",2661.09632641033,33,0,3,2,0,0,0,4
"2017",14162.3159875119,85,0,2,3,3,0,0,3
"2018",5620.96709072022,193,1,5,3,0,0,2,4
"2019",18027.6801823607,41,0,2,3,0,3,6,4
"2020",1649.18177080831,193,1,5,3,0,1,6,4
"2021",10610.7246875708,106,0,2,3,0,6,6,4
"2022",7183.21870649051,41,0,2,2,2,6,6,4
"2023",14246.285492384,125,0,2,3,0,0,0,1
"2024",56944.4137476529,344,0,2,2,0,6,6,3
"2025",38148.0147536912,101,1,2,2,6,5,6,3
"2026",9618.96031167667,19,0,2,3,3,0,0,4
"2027",1900.90473844896,64,0,2,3,0,0,3,3
"2028",6180.79881815976,342,1,2,3,0,3,6,4
"2029",35957.8458766187,484,1,2,1,6,12,12,4
"2030",3589.86622763851,425,0,2,4,5,6,5,4
"2031",26658.4383973292,79,1,2,4,6,12,12,4
"2032",4576.005149239,425,0,2,4,0,12,12,4
"2033",6886.79068650224,48,0,2,2,6,0,4,4
"2034",3061.24298050928,36,0,3,3,0,0,0,1
"2035",10882.3107457273,432,0,2,4,0,6,6,4
"2036",3735.82246918351,99,0,2,2,2,0,0,3
"2037",9832.23123639336,153,1,2,3,0,6,5,4
"2038",10201.4064640756,113,0,2,4,2,6,6,4
"2039",5907.91210519506,190,0,2,4,2,12,12,4
"2040",22567.2811326424,132,1,2,3,2,6,3,4
"2041",8838.78672252976,47,1,3,3,0,1,3,4
"2042",7846.21463125799,71,0,2,4,3,2,6,4
"2043",7440.77523786591,102,1,2,6,3,6,6,2
"2044",12015.0783085691,164,1,2,4,0,12,9,4
"2045",19971.7305745196,65,1,1,4,4,5,6,4
"2046",38139.1447420033,179,1,2,4,0,12,15,3
"2047",6288.99516451164,73,1,2,3,0,12,6,4
"2048",5335.46219340794,65,0,3,3,0,6,0,4
"2049",13595.4896594868,403,0,2,3,0,6,6,4
"2050",10750.8907920932,71,0,2,4,0,0,0,1
"2051",16353.7861000984,425,1,2,2,2,9,6,4
"2052",7637.78804665164,193,0,2,4,0,3,0,4
"2053",2764.3878619264,79,0,2,3,3,3,3,4
"2054",21642.3115418109,101,0,3,3,3,3,6,2
"2055",9433.06520049003,387,1,2,3,0,6,3,4
"2056",8526.37462656528,223,0,2,4,6,9,12,4
"2057",5265.04940800348,174,0,2,3,0,6,12,4
"2058",4177.23653210808,121,0,2,4,1,6,6,4
"2059",2186.9579982932,33,1,3,3,3,0,0,4
"2060",11157.4426934125,101,1,2,3,0,0,2,4
"2061",18338.8905898425,174,0,4,3,0,6,6,4
"2062",9446.12788505497,109,0,2,4,4,14,15,4
"2063",8816.08074332518,174,1,2,4,6,15,15,4
"2064",3388.34936735761,193,0,2,3,0,0,0,4
"2065",3474.69805047484,36,0,3,3,3,2,0,4
"2066",3415.6172369106,79,1,2,3,0,11,1,4
"2067",10740.6027713519,133,1,2,4,6,4,6,2
"2068",34422.3386864895,102,1,2,4,4,6,3,4
"2069",4521.34752994136,292,0,2,4,6,12,8,4
"2070",2487.89516785469,176,0,2,2,0,3,0,4
"2071",2977.7778611321,366,0,2,2,0,6,6,4
"2072",6224.48604292716,91,1,2,3,3,3,2,4
"2073",6447.14649671961,113,0,5,3,3,0,12,4
"2074",2654.6101069079,176,1,2,3,0,4,3,4
"2075",12432.0531897246,106,0,2,4,0,6,6,4
"2076",32008.6352400396,101,0,2,4,4,6,6,4
"2077",11572.7047654295,122,0,2,4,0,6,6,4
"2078",10923.340008941,110,1,2,2,0,15,15,4
"2079",5557.60720005664,176,0,2,3,0,6,6,4
"2080",9949.41285867646,366,1,2,3,0,6,6,4
"2081",2926.30853337689,210,1,2,3,0,3,0,4
"2082",10273.491604737,127,0,2,3,0,6,6,4
"2083",10942.0343367425,425,1,2,4,5,6,6,4
"2084",14434.8264568802,261,1,2,2,2,6,6,4
"2085",7270.12901677423,425,0,4,2,0,0,6,4
"2086",3016.73656352198,172,1,4,3,0,0,6,4
"2087",3846.63215329657,41,0,2,3,0,0,0,4
"2088",1610.94539535892,44,0,3,3,3,2,0,4
"2089",2050.09870238074,41,0,2,6,2,9,6,4
"2090",11184.4537563129,91,0,2,2,2,12,6,4
"2091",6007.67162725001,101,0,2,6,4,10,12,4
"2092",2288.29395778026,49,0,3,3,0,0,0,4
"2093",19033.8040553178,1413,0,1,4,4,14,12,4
"2094",12237.6108762848,74,0,2,2,2,0,4,4
"2095",7936.54949712988,42,1,3,3,3,0,0,1
"2096",2778.08839260956,122,0,2,3,5,0,0,4
"2097",10795.0818015504,292,1,2,2,0,6,9,4
"2098",58317.2868251035,132,0,2,4,0,12,12,4
"2099",11035.7258155521,71,1,2,2,0,0,3,4
"2100",1635.06157472389,74,0,2,3,0,0,0,4
"2101",14680.9660566973,71,1,2,3,0,6,6,1
"2102",11351.3184630068,365,1,1,2,0,12,12,3
"2103",4625.36166636421,133,0,3,2,2,0,0,4
"2104",5636.49071507208,44,1,3,3,3,6,6,4
"2105",4546.03152907038,36,0,4,3,0,0,0,2
"2106",9821.58799421375,41,0,2,3,2,0,3,4
"2107",43666.0605766933,150,0,2,4,4,12,15,1
"2108",5957.63990533289,52,1,5,3,0,0,6,4
"2109",14862.8041748995,46,1,2,4,6,6,12,4
"2110",13999.3074810575,292,1,2,4,4,6,6,3
"2111",27689.9988757661,63,0,2,3,0,0,0,4
"2112",7669.90963921673,110,0,2,3,0,0,3,3
"2113",4228.12078448381,74,1,2,3,0,6,6,4
"2114",2033.9425756436,51,1,2,2,6,2,1,1
"2115",3698.33307796976,94,1,3,3,3,0,0,2
"2116",1503.47088721376,104,1,3,3,3,0,2,3
"2117",3183.53473632909,110,1,2,6,6,6,6,3
"2118",3273.57426509157,79,1,2,4,0,9,8,4
"2119",23906.9148969142,150,0,2,4,4,15,15,1
"2120",12611.3774486991,256,1,2,2,0,6,6,4
"2121",2634.21949368997,75,1,2,2,0,0,2,3
"2122",9728.72875617332,1413,1,4,4,4,15,15,4
"2123",14403.1306162106,72,0,2,2,6,10,12,4
"2124",3498.57059702315,61,0,2,3,2,3,3,4
"2125",9557.32423854234,82,1,2,2,6,3,6,4
"2126",4149.41261393437,36,0,2,3,0,5,0,1
"2127",3554.81543451328,110,1,2,4,0,12,15,4
"2128",24071.6153726958,110,1,2,4,6,15,15,4
"2129",4876.67990587324,45,0,3,3,0,0,0,4
"2130",3070.08335286497,110,0,2,3,0,3,3,3
"2131",77836.4753243098,101,0,2,6,4,15,15,4
"2132",2913.02896421979,227,0,2,4,0,6,12,4
"2133",34928.0363377646,13,1,1,4,2,12,12,3
"2134",12391.8194843514,101,0,4,4,5,6,3,1
"2135",3660.88053453785,366,0,5,3,0,0,0,4
"2136",14664.780772424,72,0,2,3,0,0,6,3
"2137",904.12478794383,23,1,3,3,3,0,0,1
"2138",5377.65276930695,61,0,2,3,4,4,4,4
"2139",29431.3452861113,83,1,2,4,2,3,6,4
"2140",4122.17656463086,365,1,2,2,0,6,6,4
"2141",4913.82121360512,139,0,2,4,0,10,15,3
"2142",14927.3181630336,122,1,2,3,0,3,4,4
"2143",2783.81249486826,52,1,2,3,0,3,2,4
"2144",10388.6918288241,73,1,2,3,0,0,0,4
"2145",3006.79253313793,104,1,2,3,0,0,6,4
"2146",18134.577941625,85,1,2,4,2,6,6,2
"2147",7839.79364593656,65,0,2,2,0,2,3,4
"2148",20775.1855875218,40,0,3,3,0,0,0,4
"2149",16250.1644179339,33,0,3,3,3,0,0,2
"2150",22829.6115381983,387,1,2,2,6,6,3,4
"2151",7758.2770385884,371,0,2,2,0,6,6,4
"2152",8550.13835243492,133,1,2,3,3,6,4,2
"2153",17203.1240570118,344,1,2,4,4,12,6,1
"2154",9616.62162718098,117,1,2,4,0,0,0,4
"2155",33113.2532714269,35,1,2,3,0,6,6,1
"2156",7335.24497492365,125,0,2,3,3,12,6,1
"2157",3443.00279092771,74,1,2,3,3,1,0,4
"2158",6441.79870194202,184,0,2,2,3,6,6,4
"2159",7063.87568146285,122,1,2,0,0,5,6,4
"2160",5142.93684156855,371,0,2,2,0,6,6,4
"2161",11400.7795618854,146,1,2,3,2,0,0,4
"2162",4225.5670014432,72,1,1,3,3,0,6,3
"2163",1974.67579256524,25,0,3,3,3,2,0,4
"2164",23178.9937730596,184,1,2,3,4,15,6,4
"2165",2754.63557736843,74,0,3,3,3,0,0,4
"2166",3975.87848272392,102,0,2,3,0,0,0,3
"2167",4115.41484152131,64,1,3,2,0,0,0,3
"2168",6283.23359883807,42,1,2,2,0,0,0,1
"2169",25691.8612232345,58,1,2,3,0,2,2,4
"2170",9234.00134590714,99,0,2,3,0,0,0,3
"2171",5113.21676199784,23,1,3,2,3,6,1,1
"2172",7509.81956596776,261,0,2,2,0,6,7,3
"2173",18078.6295566199,123,0,2,4,2,0,3,2
"2174",6692.18419314603,83,1,2,2,4,5,0,4
"2175",5931.01558750435,44,0,3,3,3,0,0,4
"2176",1749.41860221557,36,0,3,3,0,4,4,1
"2177",6932.91356931895,23,0,2,3,3,2,4,2
"2178",9144.20777780034,342,1,2,4,0,12,12,4
"2179",3283.98362927146,371,0,5,2,0,0,0,4
"2180",6196.31781339513,256,0,2,3,5,4,5,4
"2181",15067.7083466996,125,1,1,4,0,6,6,1
"2182",17475.8908374046,510,1,2,4,4,7,12,4
"2183",14966.7203083058,13,1,2,4,2,6,12,4
"2184",4794.62977747058,71,1,3,3,0,0,0,4
"2185",6953.97239199775,110,0,2,4,0,0,0,4
"2186",2588.37915471934,36,1,3,2,6,6,6,1
"2187",1827.45228594545,101,0,1,3,0,0,6,3
"2188",3652.88074136984,80,1,3,3,3,0,0,2
"2189",2171.84572786658,65,0,2,3,0,4,6,4
"2190",367.87035829436,41,0,3,2,2,0,0,4
"2191",6916.31034647049,261,0,2,3,0,6,6,3
"2192",15676.0151945507,36,0,2,3,0,6,4,2
"2193",14638.0884907796,123,1,3,5,2,6,6,2
"2194",2132.53717542832,123,0,3,3,3,0,0,4
"2195",4163.91676618682,99,1,2,2,6,6,6,3
"2196",9765.53737067361,102,1,3,3,5,6,6,3
"2197",11101.1244437185,64,1,3,2,0,0,0,4
"2198",8516.78981006726,99,0,3,3,0,0,0,2
"2199",1172.17707487453,67,0,4,3,0,0,6,4
"2200",7485.26040745027,177,1,2,3,3,6,3,4
"2201",5018.69654900042,90,0,2,3,0,6,5,4
"2202",1620.60565847795,80,1,2,3,3,0,0,2
"2203",802.720647674188,55,1,3,3,0,4,0,1
"2204",22466.01759251,51,0,2,6,6,6,6,4
"2205",8380.15383208263,125,0,2,4,0,3,6,1
"2206",6602.07175106363,207,1,2,2,0,6,3,4
"2207",19534.8477622335,366,1,2,4,0,12,12,4
"2208",5141.37644132152,79,0,2,3,0,6,6,4
"2209",213.804133253245,179,1,5,3,0,0,0,4
"2210",1507.46978989803,45,0,3,3,0,0,0,4
"2211",11770.883045072,153,0,2,3,2,0,0,2
"2212",10530.7790367553,51,1,2,3,0,0,0,1
"2213",5327.39904799876,74,0,2,3,3,4,3,4
"2214",7108.01659298891,48,1,3,4,4,12,12,4
"2215",46869.3415953865,365,0,2,4,5,6,12,1
"2216",671.006083918514,48,0,2,3,3,0,0,1
"2217",4571.44176097945,41,1,2,3,0,3,1,4
"2218",3789.08680526823,210,0,5,3,0,0,3,3
"2219",2331.21999923239,344,1,2,3,0,3,0,4
"2220",3507.56096127813,122,0,2,3,2,3,3,4
"2221",7811.81045743689,72,1,2,3,0,3,4,4
"2222",1163.06813974519,64,0,2,4,4,15,15,3
"2223",4167.159532123,23,0,3,3,3,6,6,4
"2224",15810.7308422614,179,0,2,2,2,6,6,3
"2225",14362.6126237807,101,0,2,0,0,6,15,4
"2226",6745.82741389031,36,1,3,3,3,3,2,1
"2227",2453.66283483861,36,0,3,3,3,4,6,2
"2228",103822.131266515,71,1,2,3,3,3,2,4
"2229",2970.53998971785,366,1,2,3,3,12,6,4
"2230",5315.64028020265,179,1,2,3,0,4,6,3
"2231",4408.10483329638,104,0,2,3,5,9,6,4
"2232",3707.06073476143,110,0,2,3,5,0,2,3
"2233",14828.9184762608,256,0,2,3,0,6,6,4
"2234",12539.7061233861,79,0,2,3,0,0,6,4
"2235",3301.0862982567,51,1,2,3,0,0,1,1
"2236",4250.29166388334,23,1,3,3,0,0,0,4
"2237",6568.90607835605,102,0,2,3,0,0,0,3
"2238",9894.69067472046,101,0,2,3,0,2,2,3
"2239",2753.55880503063,101,0,2,3,3,0,0,1
"2240",12469.4797723283,366,0,2,4,1,10,15,4
"2241",3674.12248054967,14,1,3,2,6,4,6,4
"2242",5918.9671886175,36,1,2,3,0,6,6,1
"2243",2515.98238376639,219,1,2,2,2,3,6,4
"2244",3837.71624716929,51,0,2,3,0,6,6,3
"2245",9089.46655103536,72,0,2,3,0,4,2,2
"2246",7708.28661429709,71,1,3,2,2,0,0,3
"2247",4140.75027913691,42,1,1,3,3,0,0,3
"2248",12253.8156414461,197,0,2,2,6,9,9,4
"2249",8936.61291252416,102,0,2,2,6,6,9,4
"2250",9223.10672395613,82,0,2,4,0,6,6,3
"2251",8200.87299172377,292,1,2,4,0,6,9,4
"2252",6817.11329127024,75,1,2,3,0,0,0,3
"2253",10228.2747827761,298,1,2,3,0,6,6,2
"2254",1980.06700064052,52,0,3,4,0,0,15,3
"2255",10281.7586101972,117,0,2,3,4,12,12,4
"2256",10828.3222614589,212,0,2,2,0,12,15,4
"2257",31863.6612418374,139,0,2,2,2,12,12,4
"2258",1953.35307302962,69,0,2,3,0,2,2,4
"2259",12315.4145115116,172,0,3,4,3,3,6,3
"2260",11910.6841200585,64,0,2,3,4,15,6,3
"2261",7409.29610862983,110,0,2,3,0,6,0,4
"2262",7329.25910728343,102,1,2,3,0,6,6,4
"2263",5454.80416752984,71,1,3,3,0,0,0,4
"2264",10932.8258842282,58,1,2,2,0,6,6,4
"2265",2261.80733775843,51,1,2,2,0,0,5,2
"2266",2907.14450766357,44,0,3,3,3,6,6,4
"2267",6073.98634974915,172,1,4,2,0,0,0,4
"2268",33161.3206690142,432,0,2,6,6,12,4,4
"2269",1543.00732235536,77,0,2,3,0,6,6,3
"2270",7241.10114092702,35,1,2,3,4,0,0,2
"2271",5562.19135109404,342,0,2,3,0,0,6,4
"2272",8829.47493708837,256,0,2,3,0,1,0,4
"2273",7515.23978850212,101,1,2,2,0,3,6,3
"2274",13773.3738460695,71,0,2,4,4,12,12,4
"2275",5646.01817281569,138,0,2,3,0,8,12,4
"2276",15879.7019112546,110,0,2,2,0,0,3,3
"2277",19415.5762923335,432,0,2,1,0,15,15,4
"2278",10391.771787029,193,1,4,3,0,4,4,4
"2279",12423.372036991,122,0,2,2,2,0,0,4
"2280",6102.83341219907,91,1,2,3,2,6,6,4
"2281",21928.2962595706,1413,1,2,2,0,6,12,4
"2282",3412.76297768356,122,0,2,3,0,0,3,4
"2283",9751.87787051603,63,0,2,3,3,4,3,4
"2284",5851.52658200222,403,0,2,4,5,0,6,4
"2285",6080.4293066438,127,0,2,3,0,6,6,4
"2286",4968.99178516166,153,1,3,6,6,0,2,4
"2287",9732.03004989128,127,1,2,3,0,4,0,4
"2288",18743.4218108356,298,0,2,4,2,2,2,3
"2289",4621.15999097431,133,1,2,4,2,6,6,4
"2290",11914.602966659,49,0,2,2,4,8,10,4
"2291",21914.298867392,425,1,2,2,6,6,6,4
"2292",21184.9302279899,71,0,2,4,0,6,6,4
"2293",3963.3582417768,71,1,2,3,0,0,0,2
"2294",19643.1885005045,73,1,2,3,0,3,0,4
"2295",4997.91402476887,256,0,2,3,0,3,2,4
"2296",7824.96698509798,113,1,2,3,2,6,6,3
"2297",24311.4328005306,101,1,3,4,0,0,6,2
"2298",42598.3776817802,219,1,5,3,2,6,6,4
"2299",7276.23473071193,110,1,2,3,0,0,0,3
"2300",13861.2736236404,73,0,2,3,0,6,6,4
"2301",11188.7525754797,71,0,4,4,0,6,12,4
"2302",919.048974066002,51,1,2,3,0,2,4,4
"2303",4927.37987479934,36,1,3,3,3,0,0,1
"2304",7122.37199150769,23,1,3,4,0,10,12,2
"2305",7488.66713114096,23,0,3,3,3,0,6,4
"2306",6598.17335255101,99,1,2,4,0,6,6,4
"2307",7031.36109445263,101,1,2,3,3,3,6,3
"2308",5499.29181765748,298,0,2,1,2,3,2,3
"2309",2148.4283481673,51,0,1,3,0,3,4,4
"2310",4775.92989430323,172,1,2,4,2,6,6,4
"2311",5996.29611208541,105,1,5,4,0,6,12,4
"2312",6293.89648536293,193,1,2,3,0,0,0,4
"2313",9203.90524873029,102,1,2,4,1,9,12,2
"2314",6744.38013026493,425,0,2,2,0,6,6,4
"2315",6041.62605683814,371,0,2,3,0,6,6,4
"2316",10475.6340505493,35,1,2,2,0,12,3,1
"2317",6491.78848494023,366,1,2,4,0,6,6,4
"2318",21980.7567262433,432,1,1,4,4,12,12,4
"2319",2410.03588667776,42,1,2,2,0,0,0,1
"2320",16858.8064118181,36,1,4,3,3,5,2,4
"2321",6213.43203165165,63,1,2,3,0,4,3,4
"2322",14238.6138430283,113,0,4,3,6,6,6,4
"2323",10438.3604988596,90,1,2,3,4,1,6,4
"2324",27799.4585247429,63,0,2,4,2,11,6,4
"2325",8338.03463899951,110,1,2,4,6,13,10,4
"2326",4017.5742127207,139,1,2,3,0,6,6,4
"2327",13167.1141017789,71,0,2,3,3,3,6,3
"2328",6729.08836043361,101,0,2,2,0,0,6,3
"2329",14872.7821516924,532,1,2,4,4,12,12,4
"2330",28855.7631140838,261,1,2,2,0,6,6,4
"2331",1948.75073210469,122,1,2,3,0,5,6,4
"2332",6100.73199450661,125,0,2,2,6,8,8,1
"2333",27327.1870944389,164,0,2,3,2,0,0,4
"2334",26759.0824806471,125,1,2,4,6,2,6,1
"2335",15284.1367367274,298,1,2,3,0,0,0,2
"2336",16590.3892561052,193,1,2,3,2,6,3,4
"2337",5967.65447406789,102,1,2,2,2,6,6,4
"2338",12896.0800310904,63,0,2,2,2,12,6,4
"2339",5861.19866822033,44,1,3,3,3,0,3,4
"2340",6191.5652887122,71,1,2,3,0,2,6,3
"2341",10925.1604828384,64,0,2,3,0,4,2,3
"2342",5986.63964713628,138,1,5,3,0,6,9,4
"2343",8521.85797832618,41,1,2,2,0,6,6,4
"2344",23334.1046153006,13,1,2,3,0,12,6,4
"2345",5599.52126076647,64,0,1,3,3,0,0,3
"2346",4904.29854293797,123,0,2,3,0,3,0,2
"2347",22979.5330409171,63,0,2,3,0,3,6,4
"2348",13520.8723981907,104,1,2,4,4,15,6,4
"2349",20177.7305841661,121,0,2,4,0,6,6,4
"2350",2010.05792085511,51,0,3,3,0,6,6,1
"2351",5612.39412752194,79,1,2,2,0,5,4,4
"2352",2184.69529446304,153,1,3,3,3,0,0,4
"2353",25928.5243470431,65,1,2,2,0,3,3,4
"2354",8198.90716668176,83,0,2,3,0,2,3,4
"2355",14379.3667103684,110,1,2,4,4,9,6,4
"2356",13829.3344634034,101,0,2,2,6,0,1,1
"2357",3766.05966284564,113,0,2,3,0,0,3,3
"2358",1654.87231266689,72,1,2,3,0,0,0,4
"2359",7892.23045022201,241,1,2,3,0,6,6,4
"2360",19854.47632531,1413,0,2,4,0,6,12,4
"2361",7061.02798322216,127,1,2,3,0,0,0,4
"2362",496.473437331922,64,1,3,4,3,0,6,4
"2363",12063.1686107267,117,1,5,3,0,0,1,4
"2364",7070.64057801806,193,0,2,3,0,0,6,3
"2365",1955.17712841812,36,0,2,2,6,6,2,2
"2366",28016.7170925631,61,0,2,4,0,6,6,4
"2367",536.443828468633,104,0,3,3,3,0,0,3
"2368",15783.3585490596,49,1,2,2,0,6,6,4
"2369",4548.63408877181,63,0,2,3,3,1,1,4
"2370",26988.4607418263,127,0,1,3,3,6,6,4
"2371",22975.2305197614,179,1,2,1,1,15,15,4
"2372",1885.75378320123,241,1,2,2,0,0,6,4
"2373",3558.99510016457,378,0,2,3,2,0,2,4
"2374",2112.58387361222,193,0,5,3,0,0,2,3
"2375",2950.11474735142,371,1,2,2,5,0,2,4
"2376",8803.56728540011,127,0,5,3,0,0,2,3
"2377",4208.77471739195,101,0,2,3,0,0,6,2
"2378",7583.95894701659,102,0,3,3,0,0,6,3
"2379",8707.65091754721,99,0,2,2,6,2,2,4
"2380",23402.1407636652,432,0,2,2,6,15,15,4
"2381",4371.08683094789,123,0,2,4,3,6,6,3
"2382",2946.87632458317,51,0,3,3,3,4,6,1
"2383",15161.7710979385,25,1,3,3,0,0,0,4
"2384",4072.92691254428,139,0,2,3,0,0,0,4
"2385",2103.36378267149,104,0,3,3,3,0,2,2
"2386",6423.69328777368,79,0,2,2,2,1,4,4
"2387",25828.880399331,35,1,2,4,4,9,6,2
"2388",1882.55395403262,99,1,2,3,0,2,2,4
"2389",10090.8058059064,64,0,2,3,0,6,6,4
"2390",3105.42805125358,113,1,2,3,3,4,6,4
"2391",586.409308112841,104,1,3,3,0,0,2,3
"2392",8696.21008086014,52,0,2,2,6,2,3,4
"2393",12198.2931865242,366,1,2,3,0,3,3,4
"2394",8311.70457741889,36,1,3,3,3,0,6,1
"2395",3184.8423060867,79,0,2,3,0,3,2,4
"2396",3813.4656688998,133,0,2,3,0,0,6,3
"2397",13056.681220287,63,0,2,3,0,2,7,4
"2398",6444.82832575124,72,0,2,3,0,0,2,4
"2399",6342.47502517216,227,0,2,3,0,9,10,4
"2400",12032.6473394044,102,0,2,4,4,6,6,1
"2401",3807.92275599105,193,1,2,3,0,3,3,4
"2402",9366.42328644688,432,0,2,3,0,0,0,4
"2403",2468.09372642255,125,1,2,3,0,3,6,1
"2404",5992.13111639417,67,0,2,2,0,6,6,4
"2405",3894.88401261474,71,0,3,3,0,0,0,1
"2406",3716.66706849767,65,1,2,3,0,0,6,4
"2407",4242.21144146096,101,1,2,3,0,0,0,4
"2408",34353.3196653714,42,1,2,4,0,6,6,1
"2409",4666.88272573451,35,1,3,3,0,0,0,3
"2410",5075.35307400804,44,1,3,4,0,6,9,4
"2411",9895.06231337837,149,0,2,2,0,0,3,4
"2412",10406.7263425952,133,1,3,2,0,0,0,3
"2413",12827.1724818648,13,0,2,3,5,6,6,4
"2414",12071.3153686286,164,0,2,3,0,6,6,4
"2415",14684.3641135755,125,1,2,3,0,6,3,3
"2416",2862.90051194055,36,0,2,3,0,0,6,1
"2417",4152.16144029673,172,0,2,2,2,6,6,4
"2418",14042.0772548652,130,1,2,0,0,6,6,4
"2419",10060.9648652898,197,0,2,4,0,3,3,4
"2420",3565.76535686605,256,0,2,3,0,6,3,4
"2421",23368.5414737999,130,1,2,2,0,3,6,4
"2422",7117.68446585318,153,1,2,2,2,12,9,4
"2423",5628.81335753036,81,1,2,3,0,1,6,4
"2424",23078.1017150661,164,0,2,3,0,6,12,4
"2425",13848.273898303,110,0,2,3,4,0,3,4
"2426",44322.9476621563,13,0,2,4,0,10,14,4
"2427",3714.77416670643,90,1,5,3,0,4,4,4
"2428",32163.8365589187,49,0,2,2,0,3,9,4
"2429",6807.58896975611,432,0,2,0,4,9,9,4
"2430",3699.20792210979,34,0,2,4,3,12,12,3
"2431",6828.79544911222,142,1,2,3,0,0,4,3
"2432",5129.33245158073,241,0,2,2,0,1,2,4
"2433",48426.5147152449,101,1,2,4,0,12,12,4
